TIME,GAS_DCS,GAS_F2,GAS_N2_1,GAS_N2_2,GAS_N2_3,GAS_N2_4,GAS_N2_LOADING_AREA,GAS_N2_NR,GAS_NH3,PRESSURE_APC_ANGLE,PRESSURE_VG1,PRESSURE_VG2,TEMP_PROFILE_1,TEMP_PROFILE_2,TEMP_PROFILE_3,TEMP_PROFILE_4,TEMP_PROFILE_5
2023-10-02 11:03:02.890,0.059,0.301,1.001,9.999,0.992,0.0,399.733,0.3,0.3,0.7312555628673684,0.3087556895352912,758.2800143192685,316.1460742098351,317.14752709718505,310.38848953956773,305.2787398678255,302.77644140257183
2023-10-02 11:03:03.885,0.057,0.302,0.998,9.986,0.992,0.0,399.719,0.301,0.3,0.6755421481625825,0.3087556895352912,758.3135347333541,316.05270539643806,316.9141905962469,310.3121399126271,305.7457792514568,303.16648510018035
2023-10-02 11:03:04.880,0.06,0.301,0.997,10.002,0.992,0.0,399.422,0.301,0.3,0.6257172642168931,0.3087556895352912,758.3413566334988,316.06249922791375,317.04505096892234,310.5574575024178,305.18878647397224,302.90655594766025
2023-10-02 11:03:05.875,0.057,0.299,0.998,10.002,0.99,0.0,399.512,0.299,0.3,0.6553635886742114,0.3087556895352912,758.2058794356897,316.04618062500225,316.98779497913006,310.518674717795,305.488129012527,302.6352672357923
2023-10-02 11:03:06.870,0.058,0.301,1.0,9.987,0.99,0.0,399.512,0.3,0.3,0.7106749211384278,0.3087556895352912,758.3448739816913,316.0568760811413,316.84162843320064,310.1767153755795,305.4765323705905,303.0275145672378
2023-10-02 11:03:07.865,0.058,0.299,0.998,10.002,0.992,0.0,399.512,0.299,0.3,0.7028252758958877,0.3087556895352912,758.2754549380239,315.9666274701394,316.8477491394904,310.0846834879564,305.3462097621353,302.6478314104157
2023-10-02 11:03:08.860,0.063,0.3,1.001,10.003,0.99,0.0,399.512,0.299,0.3,0.7018690373488411,0.3087556895352912,758.3909624031444,315.99642729908163,316.8021689106708,310.40540524252344,305.03501785668243,302.6778988104984
2023-10-02 11:03:09.855,0.059,0.302,1.001,9.99,0.992,0.0,398.221,0.299,0.3,0.7238865907225918,0.3087556895352912,758.2098041993775,315.8861301405612,316.70636673469426,310.45442093161694,305.0879663412563,302.8166847178064
2023-10-02 11:03:10.850,0.058,0.301,1.0,10.002,0.99,0.0,398.52,0.299,0.3,0.737102443311859,0.3087556895352912,758.3031067254838,315.84824511657683,316.9049163983702,310.0950881363942,305.15689954414165,302.81293722482474
2023-10-02 11:03:11.845,0.058,0.301,1.001,10.001,0.992,0.0,399.512,0.3,0.3,0.6055187271220098,0.3087556895352912,758.3018274704199,315.785529903627,316.6450363943413,309.9266043081764,305.1384630295268,303.609410183177
2023-10-02 11:03:12.840,0.057,0.298,1.002,9.987,0.991,0.0,399.819,0.301,0.3,0.6660962592591014,0.3087556895352912,758.37242186182,315.7892882896741,316.70835275489355,310.37579120636275,305.7368991423689,302.77521992212763
2023-10-02 11:03:13.835,0.056,0.3,1.001,10.0,0.99,0.0,399.512,0.301,0.3,0.6825999189445842,0.3087556895352912,758.2770383153735,315.7911189882421,316.635303231865,310.09455704884283,305.4306300638527,302.2803418576556
2023-10-02 11:03:14.830,0.058,0.299,1.001,10.0,0.992,0.0,398.82,0.3,0.3,0.6657379453327799,0.3087556895352912,758.2455144526043,315.7280005192841,316.76134181770266,310.27756916314297,305.6846888889278,302.18605656604115
2023-10-02 11:03:15.825,0.058,0.301,0.998,10.001,0.992,0.0,398.232,0.3,0.3,0.748498964655913,0.3087556895352912,758.2993665820895,315.5359343752669,316.4694976152013,310.09124880062484,305.28779259685984,302.07175887272854
2023-10-02 11:03:16.820,0.059,0.301,0.998,10.0,0.989,0.0,398.621,0.299,0.3,0.8001739190658389,0.3087556895352912,758.2255571248917,315.51579796225263,316.5296304036519,310.086268808113,304.8823955462188,302.44146068603163
2023-10-02 11:03:17.815,0.059,0.3,1.0,9.999,0.991,0.0,399.512,0.301,0.3,0.746568547515643,0.3087556895352912,758.343985918388,315.5585055577736,316.54266450888974,309.8783252709987,305.5906784544201,302.5286585528246
2023-10-02 11:03:18.810,0.058,0.301,1.001,9.988,0.992,0.0,399.92,0.3,0.302,0.6317718771999888,0.3087556895352912,758.3041472154648,315.59083967419446,316.41286266079493,310.0878548865647,305.11033048238005,302.1117920182353
2023-10-02 11:03:19.805,0.058,0.299,1.001,10.0,0.992,0.0,399.512,0.299,0.3,0.7055343144686531,0.3087556895352912,758.3481171802724,315.447274494379,316.593336739554,309.938272881534,304.6440710848168,302.16084551368846
